CustomerID,Recency,Frequency,Monetary,HVC_Criteria,RFM_Segment,RFM_Score
132273,25,11,145044.58000000002,Recent High Value,Needs Attention,7
132274,1,11,148745.53,Recent High Value,Loyal,12
132275,6,6,61695.51,Recent High Value,At Risk,5
132276,3,15,172072.05,Recent High Value,Champions,13
132277,10,9,132879.42,Recent High Value,Needs Attention,7
132278,17,9,44836.42,Recent High Value,At Risk,4
132279,10,9,129522.22,Recent High Value,Needs Attention,7
132280,1,20,267502.41000000003,Top 5% Monetary,Champions,15
132281,5,11,169497.64,Recent High Value,Loyal,11
132282,3,12,145832.26,Recent High Value,Loyal,11
132283,24,6,64880.25,Recent High Value,At Risk,3
132284,1,12,122165.64,Recent High Value,Loyal,11
132286,21,12,153256.4,Recent High Value,Potential,9
132288,18,7,93563.75,Recent High Value,At Risk,3
132289,1,12,181342.37,Recent High Value,Champions,14
132290,2,8,65498.36,Recent High Value,Needs Attention,7
132291,3,14,225585.81,Top 5% Monetary,Champions,13
132292,2,11,138791.51,Recent High Value,Loyal,11
132293,1,11,139093.69,Recent High Value,Loyal,11
132294,18,18,176422.23,Top 10% Frequency,Loyal,11
132295,3,18,236003.26,Top 5% Monetary,Champions,14
132296,3,9,122538.42,Recent High Value,Potential,9
132297,10,7,92364.42,Recent High Value,At Risk,4
132298,8,11,170866.04,Recent High Value,Potential,10
132299,12,13,139529.22,Recent High Value,Potential,9
132300,10,14,150287.5,Recent High Value,Potential,10
132301,2,13,153517.28,Recent High Value,Champions,13
132302,6,14,162783.76,Recent High Value,Loyal,11
132303,7,9,139691.4,Recent High Value,Needs Attention,8
132304,9,14,207201.54,Recent High Value,Loyal,11
132305,4,11,113001.52,Recent High Value,Potential,9
132306,28,10,149356.5,Recent High Value,Needs Attention,7
132307,11,21,246874.44,Top 5% Monetary,Loyal,12
132308,9,6,90840.37,Recent High Value,At Risk,4
132309,2,19,239126.33,Top 5% Monetary,Champions,15
132310,5,7,91759.79,Recent High Value,At Risk,6
132311,1,11,137949.65,Recent High Value,Loyal,11
132312,7,9,131709.97999999998,Recent High Value,Needs Attention,8
132313,10,12,145376.65,Recent High Value,Potential,9
132314,1,14,166612.13999999998,Recent High Value,Champions,13
132315,3,12,122374.92,Recent High Value,Potential,10
132316,1,11,118474.67,Recent High Value,Potential,10
132317,4,9,140233.15,Recent High Value,Potential,9
132318,12,5,48133.33,Recent High Value,At Risk,4
132319,6,8,112134.77,Recent High Value,At Risk,6
132320,5,7,108244.5,Recent High Value,Needs Attention,7
132321,3,10,136418.47,Recent High Value,Potential,9
132322,3,11,138840.68,Recent High Value,Potential,10
132323,4,12,138446.71,Recent High Value,Loyal,11
132324,8,16,189923.28,Top 10% Frequency,Champions,13
132325,3,9,113113.42,Recent High Value,Needs Attention,8
132326,3,4,35097.82,Recent High Value,At Risk,6
132327,1,7,84625.09,Recent High Value,Needs Attention,7
132329,1,8,79081.83,Recent High Value,Needs Attention,7
132331,4,14,160413.55000000002,Recent High Value,Loyal,12
132333,11,16,210854.67,Top 10% Frequency,Loyal,12
132334,9,17,285092.38,Top 5% Monetary,Loyal,12
132335,1,21,200807.14,Top 10% Frequency,Champions,15
132336,11,10,125146.38,Recent High Value,Needs Attention,7
132337,1,16,172642.51,Top 10% Frequency,Champions,14
132338,11,20,292940.03,Top 5% Monetary,Loyal,12
132340,1,9,133321.32,Recent High Value,Potential,10
132341,6,6,58011.52,Recent High Value,At Risk,5
132342,3,8,95380.88,Recent High Value,At Risk,6
132343,18,9,103509.67,Recent High Value,At Risk,5
132344,9,9,109438.58,Recent High Value,At Risk,6
132345,17,10,149377.96,Recent High Value,Needs Attention,7
132346,10,11,163214.45,Recent High Value,Potential,9
132347,21,14,191634.97,Recent High Value,Potential,10
132348,4,14,184082.61,Recent High Value,Champions,13
132349,18,8,74879.14,Recent High Value,At Risk,3
132350,7,13,156143.59,Recent High Value,Loyal,11
132351,3,15,186952.96,Recent High Value,Champions,14
132352,4,9,121421.2,Recent High Value,Needs Attention,8
132353,5,15,172535.74000000002,Recent High Value,Champions,13
132354,8,13,144784.27,Recent High Value,Potential,10
132355,20,14,205044.22,Recent High Value,Potential,10
132356,22,11,146384.44,Recent High Value,Needs Attention,8
132357,8,10,148245.82,Recent High Value,Potential,9
132358,5,10,144660.93,Recent High Value,Potential,9
132359,26,13,139246.83000000002,Recent High Value,Needs Attention,8
132360,3,14,121364.36,Recent High Value,Potential,10
132361,6,10,113648.01,Recent High Value,Needs Attention,7
132362,15,12,142405.69,Recent High Value,Needs Attention,8
132363,3,15,214229.12,Recent High Value,Champions,14
132364,5,16,224459.7,Top 5% Monetary,Champions,14
132365,11,9,115288.33,Recent High Value,At Risk,6
132366,6,9,100659.97,Recent High Value,Needs Attention,7
132367,23,15,145622.25,Recent High Value,Potential,9
132368,2,9,80688.72,Recent High Value,Needs Attention,8
132369,5,16,144662.34,Top 10% Frequency,Loyal,12
132370,3,9,134447.94,Recent High Value,Potential,9
132371,1,16,195513.42,Top 10% Frequency,Champions,15
132372,8,12,147774.56,Recent High Value,Loyal,11
132373,7,13,117350.04,Recent High Value,Potential,9
132374,9,11,122189.04,Recent High Value,Needs Attention,7
132375,19,8,72378.34,Recent High Value,At Risk,3
132376,7,16,121190.27,Top 10% Frequency,Potential,10
132377,16,4,39791.82,Recent High Value,At Risk,3
132378,7,11,131180.21,Recent High Value,Potential,9
132379,1,11,118436.05,Recent High Value,Potential,10
132380,2,16,211086.1,Top 10% Frequency,Champions,15
132381,4,11,133936.75,Recent High Value,Potential,10
132382,7,14,182444.73,Recent High Value,Loyal,12
132383,14,20,268404.56,Top 5% Monetary,Loyal,11
132384,5,8,89140.65,Recent High Value,At Risk,6
132385,8,5,105424.76,Recent High Value,At Risk,6
132386,10,6,80627.3,Recent High Value,At Risk,4
132387,4,7,61011.54,Recent High Value,At Risk,6
132388,3,12,116767.19,Recent High Value,Potential,10
132389,4,16,134253.37,Top 10% Frequency,Loyal,12
132390,5,10,124690.26,Recent High Value,Potential,9
132391,5,11,131864.38,Recent High Value,Potential,10
132392,12,14,145796.48,Recent High Value,Potential,9
132393,13,9,127525.83,Recent High Value,Needs Attention,7
132394,2,14,174097.64,Recent High Value,Champions,13
132395,10,7,113334.36,Recent High Value,At Risk,5
132396,13,11,170611.47,Recent High Value,Potential,9
132397,6,10,114463.6,Recent High Value,Needs Attention,7
132398,1,12,153148.87,Recent High Value,Champions,13
132399,9,13,170486.87,Recent High Value,Potential,10
132400,7,15,191303.13,Recent High Value,Champions,13
132401,5,8,93159.07,Recent High Value,At Risk,6
132402,22,9,101690.71,Recent High Value,At Risk,5
132403,1,13,143013.57,Recent High Value,Loyal,12
132404,14,7,79259.47,Recent High Value,At Risk,3
132405,1,12,140009.98,Recent High Value,Loyal,12
132406,6,18,145134.8,Top 10% Frequency,Loyal,11
132407,11,8,92839.9,Recent High Value,At Risk,4
132408,12,13,198585.67,Recent High Value,Loyal,11
132409,9,13,154401.18,Recent High Value,Potential,10
132410,2,6,98480.72,Recent High Value,Needs Attention,8
132411,6,17,220022.09,Top 5% Monetary,Champions,13
132412,2,10,112340.25,Recent High Value,Potential,9
132413,13,8,67000.35,Recent High Value,At Risk,4
132414,11,14,136700.12,Recent High Value,Potential,9
132415,3,9,113583.97,Recent High Value,Needs Attention,8
132416,15,9,99787.59,Recent High Value,At Risk,5
132417,10,11,176635.61,Recent High Value,Potential,10
132418,11,12,158288.16,Recent High Value,Potential,10
132419,2,14,165484.78,Recent High Value,Champions,13
132420,7,15,201672.92,Recent High Value,Champions,13
132421,10,13,144087.93,Recent High Value,Potential,9
132422,8,10,115581.25,Recent High Value,Needs Attention,7
132423,1,12,194291.23,Recent High Value,Champions,14
132424,8,17,189845.1,Top 10% Frequency,Champions,13
132425,12,6,61590.130000000005,Recent High Value,At Risk,4
132426,6,8,121068.84,Recent High Value,At Risk,6
132427,1,8,61994.64,Recent High Value,Needs Attention,7
132428,2,15,182464.56,Recent High Value,Champions,15
132429,10,10,111540.07,Recent High Value,At Risk,6
132430,7,11,129695.17,Recent High Value,Potential,9
132431,3,11,153469.51,Recent High Value,Loyal,11
132432,1,12,199130.67,Recent High Value,Champions,14
132433,9,11,131185.95,Recent High Value,Needs Attention,8
132435,9,6,76962.20999999999,Recent High Value,At Risk,4
132436,18,11,148586.87,Recent High Value,Needs Attention,8
132437,2,12,125869.44,Recent High Value,Loyal,12
132438,24,8,124606.26,Recent High Value,At Risk,5
132439,5,12,159053.23,Recent High Value,Loyal,12
132440,5,9,104702.08,Recent High Value,Needs Attention,8
132441,6,11,135569.22,Recent High Value,Potential,9
132442,6,11,112544.66,Recent High Value,Needs Attention,8
132443,4,11,151204.75,Recent High Value,Loyal,11
132445,11,9,88722.40000000001,Recent High Value,At Risk,5
132446,9,11,115075.94,Recent High Value,Needs Attention,7
132447,6,6,52080.19,Recent High Value,At Risk,5
132448,12,9,129926.99,Recent High Value,Needs Attention,7
132449,6,6,60057.16,Recent High Value,At Risk,5
132450,8,10,116506.21,Recent High Value,Needs Attention,7
132451,4,11,163186.98,Recent High Value,Loyal,11
132452,6,10,96149.79,Recent High Value,At Risk,6
132453,3,11,118617.83,Recent High Value,Potential,9
132454,18,7,77923.12,Recent High Value,At Risk,3
132455,3,8,91405.17,Recent High Value,At Risk,6
132456,8,11,155625.26,Recent High Value,Potential,10
132457,4,11,143307.71,Recent High Value,Potential,10
132458,10,15,180165.81,Recent High Value,Loyal,12
132459,1,9,77943.42,Recent High Value,Needs Attention,8
132460,8,9,138405.27,Recent High Value,Needs Attention,8
132461,6,6,58500.46,Recent High Value,At Risk,5
132462,11,8,102148.66,Recent High Value,At Risk,5
132463,8,15,169769.01,Recent High Value,Loyal,12
132464,18,12,147381.41,Recent High Value,Potential,9
132465,5,8,97516.78,Recent High Value,Needs Attention,7
132467,12,11,155702.13,Recent High Value,Potential,9
132468,10,13,122928.89,Recent High Value,Potential,9
132469,18,11,143705.79,Recent High Value,Needs Attention,7
132470,15,10,87615.78,Recent High Value,At Risk,4
132471,1,13,143869.24,Recent High Value,Loyal,12
132472,10,13,148763.0,Recent High Value,Potential,10
132473,5,8,72681.65,Recent High Value,At Risk,6
132474,7,13,173671.98,Recent High Value,Loyal,11
132475,5,14,203698.66,Recent High Value,Champions,13
132476,7,8,101437.39,Recent High Value,At Risk,6
132477,8,12,153764.27,Recent High Value,Loyal,11
132478,9,11,173964.84,Recent High Value,Potential,9
132479,5,13,145865.48,Recent High Value,Loyal,11
132481,10,10,144852.26,Recent High Value,Needs Attention,7
132482,1,12,135983.43,Recent High Value,Loyal,12
132483,7,11,155762.68,Recent High Value,Potential,10
132484,4,10,107065.29,Recent High Value,Needs Attention,8
132485,10,13,148638.69,Recent High Value,Potential,10
132486,11,10,139617.84,Recent High Value,Needs Attention,7
132487,1,13,155303.66,Recent High Value,Champions,13
132488,3,11,171292.48,Recent High Value,Loyal,11
132489,12,10,127125.49,Recent High Value,Needs Attention,7
132491,13,8,93641.68,Recent High Value,At Risk,4
132492,10,8,106530.33,Recent High Value,At Risk,5
132493,7,16,184452.02,Top 10% Frequency,Champions,13
132494,4,11,152150.66,Recent High Value,Loyal,11
132495,5,14,154703.66999999998,Recent High Value,Loyal,12
132496,11,6,54587.93,Recent High Value,At Risk,4
132497,11,7,71241.53,Recent High Value,At Risk,4
132498,13,18,226993.81,Top 5% Monetary,Loyal,12
132499,3,13,151136.4,Recent High Value,Loyal,12
132500,1,8,144892.79,Recent High Value,Potential,9
132501,2,13,171770.8,Recent High Value,Champions,13
132502,2,8,101168.97,Recent High Value,Needs Attention,8
132503,1,14,222825.75,Top 5% Monetary,Champions,14
132504,8,9,126332.43,Recent High Value,Needs Attention,8
132505,11,15,164964.81,Recent High Value,Loyal,11
132506,12,11,163059.01,Recent High Value,Potential,9
132507,19,12,183741.6,Recent High Value,Potential,10
132508,2,6,47370.84,Recent High Value,Needs Attention,7
132509,2,12,162785.67,Recent High Value,Champions,13
132510,7,14,204686.81,Recent High Value,Loyal,12
132511,6,7,93411.81,Recent High Value,At Risk,5
132512,18,10,133933.35,Recent High Value,At Risk,6
132513,13,7,92489.42,Recent High Value,At Risk,4
132514,2,11,144646.75,Recent High Value,Loyal,11
132515,7,11,106099.51,Recent High Value,Needs Attention,8
132516,12,11,134900.15,Recent High Value,Needs Attention,8
132517,26,9,112056.53,Recent High Value,At Risk,5
132518,6,10,91430.41,Recent High Value,At Risk,6
132519,6,8,108945.42,Recent High Value,At Risk,6
132520,4,9,96816.91,Recent High Value,Needs Attention,8
132521,17,11,134671.49,Recent High Value,Needs Attention,7
132522,7,9,102010.69,Recent High Value,Needs Attention,7
132523,1,10,127562.92,Recent High Value,Potential,10
132524,2,14,175593.7,Recent High Value,Champions,14
132525,11,11,144725.47,Recent High Value,Needs Attention,8
132526,14,7,63137.73,Recent High Value,At Risk,3
132527,12,9,79746.89,Recent High Value,At Risk,5
132528,2,9,114217.03,Recent High Value,Potential,9
132529,19,12,127493.32,Recent High Value,Needs Attention,8
132530,3,18,159403.57,Top 10% Frequency,Champions,13
132531,17,14,204405.28,Recent High Value,Potential,10
132532,1,9,87161.0,Recent High Value,Needs Attention,8
132533,8,11,170383.51,Recent High Value,Potential,10
132534,9,7,102993.45,Recent High Value,At Risk,5
132535,5,13,166584.62,Recent High Value,Loyal,12
132536,6,11,116767.67,Recent High Value,Needs Attention,8
132537,6,7,75733.35,Recent High Value,At Risk,5
132538,25,5,56380.11,Recent High Value,At Risk,3
132539,10,10,140235.76,Recent High Value,Needs Attention,7
132540,12,7,96049.94,Recent High Value,At Risk,4
132541,10,10,151946.52000000002,Recent High Value,Needs Attention,8
132542,1,10,142737.27,Recent High Value,Potential,10
132543,6,5,69806.36,Recent High Value,At Risk,5
132544,8,8,77310.83,Recent High Value,At Risk,5
132545,4,13,152012.96,Recent High Value,Loyal,12
132546,11,11,122515.36,Recent High Value,Needs Attention,8
132547,2,12,151934.06,Recent High Value,Champions,13
132548,3,10,102661.04,Recent High Value,Needs Attention,8
132549,23,6,80138.32,Recent High Value,At Risk,3
132550,19,14,200733.49,Recent High Value,Potential,10
132551,7,6,55687.18,Recent High Value,At Risk,5
132552,2,17,212974.72,Top 10% Frequency,Champions,15
132553,1,17,206861.89,Top 10% Frequency,Champions,15
132554,1,14,165215.38,Recent High Value,Champions,13
132555,1,15,169090.02000000002,Recent High Value,Champions,14
132556,4,16,156943.73,Top 10% Frequency,Champions,13
132557,12,13,108620.13,Recent High Value,Needs Attention,8
132558,25,8,91123.71,Recent High Value,At Risk,3
132559,2,20,265699.99,Top 5% Monetary,Champions,15
132560,7,7,71444.48,Recent High Value,At Risk,5
132561,15,8,97899.18,Recent High Value,At Risk,4
132562,4,14,132341.46,Recent High Value,Loyal,11
132563,2,20,275575.21,Top 5% Monetary,Champions,15
132564,4,11,124638.94,Recent High Value,Potential,10
132565,1,13,106476.89,Recent High Value,Loyal,11
132566,5,10,136075.72,Recent High Value,Potential,9
132567,2,11,127636.86,Recent High Value,Loyal,11
132568,2,13,141681.54,Recent High Value,Loyal,12
132569,9,10,102451.14,Recent High Value,At Risk,6
132570,28,13,122139.75,Recent High Value,Needs Attention,7
132571,7,11,154356.59,Recent High Value,Potential,10
132572,7,8,112103.61,Recent High Value,At Risk,6
132573,6,18,220175.95,Top 5% Monetary,Champions,13
132574,3,15,209830.89,Recent High Value,Champions,14
132575,13,12,72357.8,Recent High Value,Needs Attention,7
132576,10,10,94082.69,Recent High Value,At Risk,5
132577,3,15,180948.99,Recent High Value,Champions,14
132578,5,8,92901.41,Recent High Value,At Risk,6
132579,4,11,121380.4,Recent High Value,Potential,9
132580,5,8,120679.8,Recent High Value,Needs Attention,7
132581,18,8,65282.42,Recent High Value,At Risk,3
132582,9,9,152923.19,Recent High Value,Needs Attention,8
132583,11,7,55377.83,Recent High Value,At Risk,4
132584,3,15,164641.05,Recent High Value,Champions,13
132585,2,16,179325.04,Top 10% Frequency,Champions,15
132586,3,11,156573.32,Recent High Value,Loyal,11
132587,8,7,86548.32,Recent High Value,At Risk,5
132588,4,14,150151.21,Recent High Value,Loyal,12
132589,2,15,135507.88999999998,Recent High Value,Champions,13
132590,12,8,98291.3,Recent High Value,At Risk,5
132591,10,12,129314.32,Recent High Value,Potential,9
132592,5,13,116826.53,Recent High Value,Potential,10
132593,6,13,201941.6,Recent High Value,Loyal,12
132594,8,13,166911.38,Recent High Value,Loyal,11
132595,12,7,103803.48,Recent High Value,At Risk,5
132596,6,16,170635.44,Top 10% Frequency,Loyal,12
132597,14,17,188979.42,Top 10% Frequency,Loyal,11
132598,8,12,170919.8,Recent High Value,Loyal,11
132599,6,9,111418.75,Recent High Value,Needs Attention,7
132600,3,13,126248.71,Recent High Value,Loyal,11
132601,2,19,207543.8,Top 10% Frequency,Champions,15
132602,1,17,217363.97,Top 10% Frequency,Champions,15
132603,6,9,100690.23,Recent High Value,Needs Attention,7
132604,15,11,137628.48,Recent High Value,Needs Attention,7
132605,6,10,148617.77,Recent High Value,Potential,9
132606,3,17,260981.44,Top 5% Monetary,Champions,14
132607,16,6,64404.11,Recent High Value,At Risk,3
132608,21,4,46515.85,Recent High Value,At Risk,3
132609,1,21,256513.9,Top 5% Monetary,Champions,15
132610,6,11,109606.82,Recent High Value,Needs Attention,8
132611,2,12,151456.51,Recent High Value,Champions,13
132612,1,8,71005.77,Recent High Value,Needs Attention,7
132613,1,13,141869.78999999998,Recent High Value,Loyal,12
132614,8,10,110700.38,Recent High Value,Needs Attention,7
132615,3,11,146377.25,Recent High Value,Loyal,11
132616,4,21,229653.67,Top 5% Monetary,Champions,14
132617,13,8,94136.88,Recent High Value,At Risk,4
132618,8,10,118284.61,Recent High Value,Needs Attention,7
132619,14,8,101762.81,Recent High Value,At Risk,4
132620,7,10,108260.17,Recent High Value,Needs Attention,7
132621,3,12,131919.4,Recent High Value,Loyal,11
132622,5,9,135804.76,Recent High Value,Potential,9
132623,2,10,113799.86,Recent High Value,Potential,9
132624,2,16,154315.84,Top 10% Frequency,Champions,14
132625,11,5,59275.99,Recent High Value,At Risk,4
132626,3,13,172096.46,Recent High Value,Loyal,12
132627,4,11,158390.94,Recent High Value,Loyal,11
132628,3,12,175863.13,Recent High Value,Champions,13
132629,9,10,170300.41,Recent High Value,Needs Attention,8
132630,5,9,125177.7,Recent High Value,Potential,9
132631,4,9,112063.68,Recent High Value,Needs Attention,8
132632,16,10,115829.95,Recent High Value,At Risk,5
132633,2,6,83491.99,Recent High Value,Needs Attention,7
132634,11,10,95053.54,Recent High Value,At Risk,5
132635,27,12,161756.05,Recent High Value,Potential,9
132636,12,11,133363.99,Recent High Value,Needs Attention,8
132637,4,8,118129.09,Recent High Value,Needs Attention,7
132638,5,5,35211.46,Recent High Value,At Risk,6
132639,8,16,191427.14,Top 10% Frequency,Champions,13
132640,5,8,121071.23,Recent High Value,Needs Attention,7
132641,10,14,168502.01,Recent High Value,Potential,10
132642,14,8,133396.63,Recent High Value,At Risk,5
132643,2,12,155074.39,Recent High Value,Champions,13
132644,6,21,260060.74,Top 5% Monetary,Champions,13
132645,8,11,122825.13,Recent High Value,Potential,9
132646,24,9,91246.71,Recent High Value,At Risk,4
132647,20,12,155107.67,Recent High Value,Potential,9
132648,6,12,123968.33,Recent High Value,Potential,10
132649,23,9,73581.88,Recent High Value,At Risk,4
132650,7,9,94118.8,Recent High Value,At Risk,6
132651,7,8,139321.87,Recent High Value,Needs Attention,7
132652,5,8,124071.25,Recent High Value,Needs Attention,8
132653,16,13,166848.99,Recent High Value,Potential,9
132654,8,14,169498.49,Recent High Value,Loyal,11
132655,6,9,105432.86,Recent High Value,Needs Attention,7
132656,1,8,55083.96,Recent High Value,Needs Attention,7
132657,6,15,152355.34,Recent High Value,Loyal,12
132658,2,9,106768.66,Recent High Value,Potential,9
132659,17,6,102956.56,Recent High Value,At Risk,4
132660,5,11,145786.46,Recent High Value,Potential,10
132661,19,11,120124.41,Recent High Value,At Risk,6
132662,7,12,128076.82,Recent High Value,Potential,10
132663,5,13,150019.6,Recent High Value,Loyal,12
132664,5,14,167559.61,Recent High Value,Loyal,12
132665,22,13,137172.6,Recent High Value,Needs Attention,8
132666,1,13,236266.4,Top 5% Monetary,Champions,14
132667,2,23,216551.61,Top 10% Frequency,Champions,15
132668,16,16,218539.29,Top 10% Frequency,Loyal,11
132669,3,12,124891.5,Recent High Value,Loyal,11
132670,1,8,90157.96,Recent High Value,Needs Attention,7
132671,5,10,102143.02,Recent High Value,Needs Attention,8
132672,3,11,123147.05,Recent High Value,Potential,10
132673,10,8,77229.87,Recent High Value,At Risk,4
132674,29,6,97976.5,Recent High Value,At Risk,4
132675,3,12,133833.99,Recent High Value,Loyal,11
132676,2,11,149639.38999999998,Recent High Value,Loyal,12
132677,4,3,39369.93,Recent High Value,At Risk,6
132678,1,11,89919.52,Recent High Value,Potential,9
132679,5,14,156650.96000000002,Recent High Value,Loyal,12
132680,1,14,194475.85,Recent High Value,Champions,14
132681,4,6,64469.78,Recent High Value,At Risk,6
132682,4,8,80807.31999999999,Recent High Value,At Risk,6
132683,24,11,120625.58,Recent High Value,At Risk,6
132684,8,9,97282.69,Recent High Value,Needs Attention,7
132685,6,9,92164.86,Recent High Value,At Risk,6
132686,2,10,114780.39,Recent High Value,Potential,9
132687,9,11,171692.86000000002,Recent High Value,Potential,9
132688,3,16,214322.52,Top 10% Frequency,Champions,14
132689,13,15,133243.99,Recent High Value,Potential,10
132690,14,8,88524.92,Recent High Value,At Risk,3
132691,2,14,219597.41,Top 5% Monetary,Champions,14
132692,3,10,125654.11,Recent High Value,Potential,9
132693,7,13,191075.84,Recent High Value,Loyal,12
132694,1,19,295087.99,Top 5% Monetary,Champions,15
132695,1,12,102470.56,Recent High Value,Loyal,11
132696,8,14,170382.93,Recent High Value,Loyal,11
132697,1,13,131781.56,Recent High Value,Loyal,12
132698,16,9,108744.17,Recent High Value,At Risk,5
132699,2,15,193367.81,Recent High Value,Champions,15
132700,10,13,139766.77,Recent High Value,Potential,9
132701,2,12,163557.65,Recent High Value,Champions,13
132702,18,10,79251.12,Recent High Value,At Risk,4
132703,2,14,171080.33,Recent High Value,Champions,13
132704,1,7,75389.83,Recent High Value,Needs Attention,7
132705,5,12,146346.01,Recent High Value,Loyal,12
132706,5,12,147211.63,Recent High Value,Loyal,12
132707,3,11,135279.35,Recent High Value,Potential,10
132708,26,7,101197.94,Recent High Value,At Risk,4
132709,2,14,158068.4,Recent High Value,Champions,13
132710,2,14,208897.1,Recent High Value,Champions,14
132711,15,10,134919.01,Recent High Value,At Risk,6
132712,5,15,178659.76,Recent High Value,Champions,14
132713,10,11,88327.41,Recent High Value,At Risk,6
132714,6,19,176376.85,Top 10% Frequency,Champions,13
132715,2,11,168939.0,Recent High Value,Loyal,12
132716,3,16,196391.83,Top 10% Frequency,Champions,14
132717,2,12,140175.68,Recent High Value,Loyal,12
132718,26,7,69598.44,Recent High Value,At Risk,3
132719,1,14,180821.34,Recent High Value,Champions,14
132720,1,12,116719.69,Recent High Value,Loyal,11
132721,5,11,109861.11,Recent High Value,Potential,9
132722,28,5,47662.99,Recent High Value,At Risk,3
132723,1,11,171228.22999999998,Recent High Value,Loyal,12
132724,17,7,74531.67,Recent High Value,At Risk,3
132725,6,16,187647.4,Top 10% Frequency,Champions,13
132726,9,14,107339.16,Recent High Value,Needs Attention,8
132727,27,10,114790.67,Recent High Value,At Risk,5
132728,2,13,174183.33,Recent High Value,Champions,13
132729,9,6,76427.74,Recent High Value,At Risk,4
132730,2,8,51672.41,Recent High Value,Needs Attention,7
132731,2,12,127312.01,Recent High Value,Loyal,12
132732,24,15,186609.15,Recent High Value,Loyal,11
132733,4,16,174664.61000000002,Top 10% Frequency,Champions,13
132735,5,11,65158.0,Recent High Value,Needs Attention,8
132736,3,10,81986.97,Recent High Value,Needs Attention,7
132737,4,9,140016.09,Recent High Value,Potential,9
132738,3,7,106813.74,Recent High Value,Needs Attention,7
132739,8,8,107905.31,Recent High Value,At Risk,6
132740,2,15,213616.66,Recent High Value,Champions,15
132742,10,14,203524.19,Recent High Value,Loyal,11
132743,5,15,229788.68,Top 5% Monetary,Champions,14
132744,4,17,220214.69,Top 5% Monetary,Champions,14
132745,5,15,197009.01,Recent High Value,Champions,14
132746,7,7,60169.73,Recent High Value,At Risk,5
132747,15,8,114058.65,Recent High Value,At Risk,4
132748,4,11,134333.31,Recent High Value,Potential,10
132749,1,11,115988.34,Recent High Value,Potential,10
132750,1,14,167289.31,Recent High Value,Champions,13
132751,5,13,173106.81,Recent High Value,Loyal,12
132752,16,16,212568.45,Top 10% Frequency,Loyal,11
132753,19,8,87339.06,Recent High Value,At Risk,3
132754,17,6,72640.88,Recent High Value,At Risk,3
132755,1,10,101955.79,Recent High Value,Potential,9
132756,4,7,106158.33,Recent High Value,Needs Attention,7
132758,2,14,176902.33,Recent High Value,Champions,14
132759,6,9,102089.19,Recent High Value,Needs Attention,7
132760,23,9,160633.8,Recent High Value,Needs Attention,7
132761,1,10,138670.68,Recent High Value,Potential,10
132762,2,12,174596.57,Recent High Value,Champions,13
132763,1,10,108141.29,Recent High Value,Potential,9
132764,1,8,76647.92,Recent High Value,Needs Attention,7
132765,3,16,189070.92,Top 10% Frequency,Champions,14
132766,8,10,122527.46,Recent High Value,Needs Attention,8
132767,1,16,205067.84,Top 10% Frequency,Champions,15
132768,2,13,128359.69,Recent High Value,Loyal,12
132769,3,14,180665.72,Recent High Value,Champions,13
132770,21,10,153868.04,Recent High Value,Needs Attention,7
132771,3,17,190541.45,Top 10% Frequency,Champions,14
132772,15,9,117206.22,Recent High Value,At Risk,5
132773,2,9,133481.43,Recent High Value,Potential,10
132774,18,10,136969.06,Recent High Value,At Risk,6
132775,3,9,144246.87,Recent High Value,Potential,9
132776,3,9,90250.16,Recent High Value,Needs Attention,7
132777,15,10,118297.94,Recent High Value,At Risk,5
132778,8,15,129864.26,Recent High Value,Loyal,11
132779,29,13,185376.42,Recent High Value,Potential,10
132780,2,15,162769.01,Recent High Value,Champions,14
132781,24,11,122411.87,Recent High Value,At Risk,6
132782,1,11,153883.86,Recent High Value,Loyal,12
132783,1,9,64019.420000000006,Recent High Value,Needs Attention,8
132784,7,13,139817.82,Recent High Value,Potential,10
132785,2,11,127685.25,Recent High Value,Loyal,11
132786,4,13,150971.5,Recent High Value,Loyal,12
132787,6,14,109508.08,Recent High Value,Potential,9
132788,19,4,65263.32,Recent High Value,At Risk,3
132789,8,11,136081.91,Recent High Value,Potential,9
132790,13,15,173208.58,Recent High Value,Loyal,11
132791,1,9,125445.44,Recent High Value,Potential,10
132792,4,9,103311.94,Recent High Value,Needs Attention,8
132793,7,10,88952.64,Recent High Value,At Risk,6
132794,1,14,194015.36,Recent High Value,Champions,14
132795,9,13,179999.53,Recent High Value,Loyal,11
132796,8,10,138601.01,Recent High Value,Needs Attention,8
132798,23,9,124824.89,Recent High Value,At Risk,6
132799,6,9,148000.75,Recent High Value,Potential,9
132800,4,12,134148.66999999998,Recent High Value,Loyal,11
132801,21,9,95870.11,Recent High Value,At Risk,4
132802,1,14,181476.53,Recent High Value,Champions,14
132803,7,8,85079.71,Recent High Value,At Risk,5
132804,1,7,81834.48999999999,Recent High Value,Needs Attention,7
132805,1,14,145966.65,Recent High Value,Loyal,12
132806,2,16,247949.4,Top 5% Monetary,Champions,15
132807,4,9,137506.14,Recent High Value,Potential,9
132808,3,12,182363.87,Recent High Value,Champions,13
132809,2,8,87872.91,Recent High Value,Needs Attention,7
132810,22,6,59398.81,Recent High Value,At Risk,3
132811,5,9,137042.71,Recent High Value,Potential,9
132812,9,17,185946.6,Top 10% Frequency,Loyal,12
132813,4,19,198826.93,Top 10% Frequency,Champions,14
