CustomerID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,RFM_String,RFM_Segment
124678,21,11,98180.77,1,3,2,6,132,At Risk
124679,9,8,102889.78,2,1,2,5,212,At Risk
124680,10,17,192962.03,2,5,5,12,255,Loyal
124681,1,13,165438.3,5,4,4,13,544,Champions
124682,18,11,139917.81999999998,1,3,3,7,133,Needs Attention
124683,14,10,128767.18,1,2,3,6,123,At Risk
124684,2,12,154963.08,5,3,4,12,534,Loyal
124685,2,16,211089.87,5,5,5,15,555,Champions
124686,4,17,193749.88,4,5,5,14,455,Champions
124687,2,15,173064.47,5,5,4,14,554,Champions
124688,5,16,168768.57,4,5,4,13,454,Champions
124689,8,7,86631.07,3,1,1,5,311,At Risk
124690,6,16,190374.09,3,5,5,13,355,Champions
124691,9,16,181861.02,2,5,5,12,255,Loyal
124692,8,12,86168.03,3,3,1,7,331,Needs Attention
124693,4,8,105126.47,4,1,2,7,412,Needs Attention
124694,9,8,79897.78,2,1,1,4,211,At Risk
124695,5,9,118647.35,4,2,2,8,422,Needs Attention
124696,1,9,129424.75,5,2,3,10,523,Potential
124697,24,7,87164.11,1,1,1,3,111,At Risk
124698,12,9,141197.58,2,2,3,7,223,Needs Attention
124699,49,5,61888.96000000001,1,1,1,3,111,At Risk
124700,4,11,170661.47999999998,4,3,4,11,434,Loyal
124701,1,12,139678.63,5,3,3,11,533,Loyal
124702,3,13,153862.81,4,4,4,12,444,Loyal
124703,7,11,124455.39,3,3,3,9,333,Potential
124704,23,10,108825.42,1,2,2,5,122,At Risk
124705,9,9,88515.61,2,2,1,5,221,At Risk
124706,15,10,125188.71,1,2,3,6,123,At Risk
124707,7,12,145033.27,3,3,3,9,333,Potential
124708,7,10,126589.2,3,2,3,8,323,Needs Attention
124709,1,14,178977.26,5,4,5,14,545,Champions
124710,4,12,169716.44,4,3,4,11,434,Loyal
124711,3,11,123433.43,4,3,3,10,433,Potential
124712,9,7,116879.9,2,1,2,5,212,At Risk
124713,3,12,125648.06,4,3,3,10,433,Potential
124714,7,11,163527.38999999998,3,3,4,10,334,Potential
124715,12,15,158900.03,2,5,4,11,254,Loyal
124716,14,11,109636.63,1,3,2,6,132,At Risk
124717,20,10,126832.33,1,2,3,6,123,At Risk
124718,1,22,257699.58,5,5,5,15,555,Champions
124719,11,7,61932.65,2,1,1,4,211,At Risk
124720,11,11,149803.65,2,3,4,9,234,Potential
124721,15,8,61529.16,1,1,1,3,111,At Risk
124722,4,9,120020.65,4,2,2,8,422,Needs Attention
124723,30,9,101953.9,1,2,2,5,122,At Risk
124724,2,9,94924.43,5,2,1,8,521,Needs Attention
124725,11,10,101457.21,2,2,2,6,222,At Risk
124726,3,14,161277.31,4,4,4,12,444,Loyal
124727,18,11,129783.11,1,3,3,7,133,Needs Attention
124728,4,13,126323.61,4,4,3,11,443,Loyal
124729,16,17,156289.1,1,5,4,10,154,Potential
124730,2,9,100739.42,5,2,2,9,522,Potential
124731,2,12,139486.72,5,3,3,11,533,Loyal
124732,5,12,128883.41,4,3,3,10,433,Potential
124733,17,9,137832.43,1,2,3,6,123,At Risk
124734,9,9,101449.87,2,2,2,6,222,At Risk
124735,4,9,155767.22,4,2,4,10,424,Potential
124736,12,11,104821.13,2,3,2,7,232,Needs Attention
124737,7,16,190742.91,3,5,5,13,355,Champions
124738,7,7,95197.11,3,1,1,5,311,At Risk
124739,4,16,198242.91,4,5,5,14,455,Champions
124740,9,7,75182.95,2,1,1,4,211,At Risk
124741,3,13,165645.94,4,4,4,12,444,Loyal
124742,14,12,167481.4,1,3,4,8,134,Needs Attention
124743,2,20,205784.33,5,5,5,15,555,Champions
124744,7,11,126353.6,3,3,3,9,333,Potential
124745,2,12,115631.47,5,3,2,10,532,Potential
124746,2,13,117859.93,5,4,2,11,542,Loyal
124747,3,15,178458.86,4,5,5,14,455,Champions
124748,4,12,106353.49,4,3,2,9,432,Potential
124749,16,9,104526.15,1,2,2,5,122,At Risk
124750,11,12,133308.07,2,3,3,8,233,Needs Attention
124751,15,5,34540.29,1,1,1,3,111,At Risk
124752,2,11,126081.42,5,3,3,11,533,Loyal
124753,16,15,182158.29,1,5,5,11,155,Loyal
124754,21,11,150074.26,1,3,4,8,134,Needs Attention
124755,1,16,230133.0,5,5,5,15,555,Champions
124756,15,10,116713.36,1,2,2,5,122,At Risk
124757,4,15,155618.33,4,5,4,13,454,Champions
124758,6,10,100969.13,3,2,2,7,322,Needs Attention
124759,15,8,106086.92,1,1,2,4,112,At Risk
124760,12,11,160408.41,2,3,4,9,234,Potential
124761,11,12,132447.65,2,3,3,8,233,Needs Attention
124762,3,20,222388.4,4,5,5,14,455,Champions
124763,3,9,107859.13,4,2,2,8,422,Needs Attention
124764,22,7,96479.26,1,1,1,3,111,At Risk
124765,1,19,238633.2,5,5,5,15,555,Champions
124766,3,12,158944.34,4,3,4,11,434,Loyal
124767,1,11,109758.25,5,3,2,10,532,Potential
124768,22,10,99065.97,1,2,2,5,122,At Risk
124769,1,14,197402.83,5,4,5,14,545,Champions
124770,2,14,124205.47,5,4,3,12,543,Loyal
124771,20,10,140716.02,1,2,3,6,123,At Risk
124772,6,13,136767.67,3,4,3,10,343,Potential
124773,7,6,70793.6,3,1,1,5,311,At Risk
124774,5,10,107706.48,4,2,2,8,422,Needs Attention
124775,12,9,84936.49,2,2,1,5,221,At Risk
124776,23,11,109471.43,1,3,2,6,132,At Risk
124777,3,7,107980.44,4,1,2,7,412,Needs Attention
124778,15,5,69731.41,1,1,1,3,111,At Risk
124779,28,7,76774.77,1,1,1,3,111,At Risk
124780,9,13,156890.29,2,4,4,10,244,Potential
124781,2,9,113518.06,5,2,2,9,522,Potential
124782,4,10,137058.45,4,2,3,9,423,Potential
124783,15,14,209598.25,1,4,5,10,145,Potential
124784,22,6,62585.07,1,1,1,3,111,At Risk
124785,14,14,165329.5,1,4,4,9,144,Potential
124786,16,3,28644.38,1,1,1,3,111,At Risk
124787,9,16,182396.74,2,5,5,12,255,Loyal
124788,8,4,65280.04000000001,3,1,1,5,311,At Risk
124789,14,16,216266.04,1,5,5,11,155,Loyal
124790,10,12,126534.86,2,3,3,8,233,Needs Attention
124791,3,12,158896.79,4,3,4,11,434,Loyal
124792,7,13,183466.47,3,4,5,12,345,Loyal
124793,10,11,155408.53,2,3,4,9,234,Potential
124794,14,10,138447.12,1,2,3,6,123,At Risk
124795,12,9,75904.51,2,2,1,5,221,At Risk
124796,6,12,153490.01,3,3,4,10,334,Potential
124797,21,13,147419.82,1,4,4,9,144,Potential
124798,1,15,175715.37,5,5,5,15,555,Champions
124799,5,10,105524.07,4,2,2,8,422,Needs Attention
124800,16,8,122284.74,1,1,2,4,112,At Risk
124801,6,12,170665.62,3,3,4,10,334,Potential
124802,10,14,137483.27,2,4,3,9,243,Potential
124803,2,6,62062.72,5,1,1,7,511,Needs Attention
124804,23,7,69362.22,1,1,1,3,111,At Risk
124805,2,17,190409.74,5,5,5,15,555,Champions
124806,25,6,52937.94,1,1,1,3,111,At Risk
124807,13,15,172290.19,2,5,4,11,254,Loyal
124808,3,16,204953.99,4,5,5,14,455,Champions
124809,11,15,199465.48,2,5,5,12,255,Loyal
124810,20,7,91936.46,1,1,1,3,111,At Risk
124811,6,15,230410.42,3,5,5,13,355,Champions
124812,5,10,95632.9,4,2,1,7,421,Needs Attention
124813,16,14,164807.48,1,4,4,9,144,Potential
124814,2,10,126939.14,5,2,3,10,523,Potential
124815,8,15,170989.72,3,5,4,12,354,Loyal
124816,1,17,152440.93,5,5,4,14,554,Champions
124817,13,16,227811.98,2,5,5,12,255,Loyal
124818,13,10,119088.42,2,2,2,6,222,At Risk
124819,4,16,184045.25,4,5,5,14,455,Champions
124820,15,13,150370.55,1,4,4,9,144,Potential
124821,1,15,176847.09,5,5,5,15,555,Champions
124822,19,8,130744.92,1,1,3,5,113,At Risk
124823,7,8,51828.02,3,1,1,5,311,At Risk
124824,19,11,126859.46,1,3,3,7,133,Needs Attention
124825,4,16,195984.16,4,5,5,14,455,Champions
124826,2,22,306212.16,5,5,5,15,555,Champions
124827,1,7,103201.02,5,1,2,8,512,Needs Attention
124828,3,10,115225.51,4,2,2,8,422,Needs Attention
124829,14,18,264876.39,1,5,5,11,155,Loyal
124830,9,11,128517.34,2,3,3,8,233,Needs Attention
124831,11,10,158096.47,2,2,4,8,224,Needs Attention
124832,16,12,149616.94999999998,1,3,4,8,134,Needs Attention
124833,1,13,174233.19,5,4,4,13,544,Champions
124834,8,16,195613.59,3,5,5,13,355,Champions
124835,13,12,156390.95,2,3,4,9,234,Potential
124836,1,15,156889.0,5,5,4,14,554,Champions
124837,5,18,225268.3,4,5,5,14,455,Champions
124838,8,15,182289.63,3,5,5,13,355,Champions
124839,2,11,122185.76,5,3,2,10,532,Potential
124840,1,7,114956.75,5,1,2,8,512,Needs Attention
124841,6,15,205740.24,3,5,5,13,355,Champions
124842,4,17,225618.35,4,5,5,14,455,Champions
124843,19,10,122179.48,1,2,2,5,122,At Risk
124844,10,15,159747.88,2,5,4,11,254,Loyal
124845,4,19,203111.08,4,5,5,14,455,Champions
124846,1,18,241132.39,5,5,5,15,555,Champions
124847,14,10,90073.86,1,2,1,4,121,At Risk
124848,2,16,220444.76,5,5,5,15,555,Champions
124849,5,21,231208.13,4,5,5,14,455,Champions
124850,1,9,62567.0,5,2,1,8,521,Needs Attention
124851,3,11,187551.43,4,3,5,12,435,Loyal
124852,18,9,96951.76,1,2,2,5,122,At Risk
124853,6,15,188276.37,3,5,5,13,355,Champions
124854,39,5,73650.48999999999,1,1,1,3,111,At Risk
124855,3,9,113008.06,4,2,2,8,422,Needs Attention
124856,1,9,81104.77,5,2,1,8,521,Needs Attention
124857,1,11,143994.19,5,3,3,11,533,Loyal
124858,1,18,291817.13,5,5,5,15,555,Champions
124859,5,7,78510.24,4,1,1,6,411,At Risk
124860,10,12,175233.09,2,3,5,10,235,Potential
124861,21,7,94050.78,1,1,1,3,111,At Risk
124862,11,12,167773.48,2,3,4,9,234,Potential
124863,3,14,183477.68,4,4,5,13,445,Champions
124864,1,12,128064.27,5,3,3,11,533,Loyal
124865,2,13,154291.61000000002,5,4,4,13,544,Champions
124866,6,8,134921.16,3,1,3,7,313,Needs Attention
124867,23,11,111347.36,1,3,2,6,132,At Risk
124868,19,8,93149.04,1,1,1,3,111,At Risk
124869,11,16,175353.18,2,5,5,12,255,Loyal
124870,24,5,77798.18,1,1,1,3,111,At Risk
124871,3,10,83911.23000000001,4,2,1,7,421,Needs Attention
124872,13,10,81588.89,2,2,1,5,221,At Risk
124873,2,12,105005.13,5,3,2,10,532,Potential
124874,3,14,142891.54,4,4,3,11,443,Loyal
124875,16,5,82614.66,1,1,1,3,111,At Risk
124876,3,9,121295.56,4,2,2,8,422,Needs Attention
124877,1,5,67630.22,5,1,1,7,511,Needs Attention
124878,6,10,139622.08,3,2,3,8,323,Needs Attention
124879,8,18,224069.11,3,5,5,13,355,Champions
124880,20,10,142452.29,1,2,3,6,123,At Risk
124881,8,10,159533.33,3,2,4,9,324,Potential
124882,4,8,105505.86,4,1,2,7,412,Needs Attention
124883,16,10,141645.84,1,2,3,6,123,At Risk
124884,14,7,108580.0,1,1,2,4,112,At Risk
124885,13,16,178124.98,2,5,5,12,255,Loyal
124886,3,12,108711.21,4,3,2,9,432,Potential
124887,23,6,92491.97,1,1,1,3,111,At Risk
124888,7,6,50044.02,3,1,1,5,311,At Risk
124889,20,10,134763.81,1,2,3,6,123,At Risk
124890,8,13,167599.52000000002,3,4,4,11,344,Loyal
124891,4,16,163710.18,4,5,4,13,454,Champions
124892,14,16,186109.9,1,5,5,11,155,Loyal
124893,9,6,80739.77,2,1,1,4,211,At Risk
124894,1,14,188151.43,5,4,5,14,545,Champions
124895,13,16,196641.99,2,5,5,12,255,Loyal
124896,1,10,89389.29,5,2,1,8,521,Needs Attention
124897,5,18,234139.23,4,5,5,14,455,Champions
124898,14,8,128639.93,1,1,3,5,113,At Risk
124899,3,12,135935.54,4,3,3,10,433,Potential
124900,6,11,101712.64,3,3,2,8,332,Needs Attention
124901,11,8,103903.51,2,1,2,5,212,At Risk
124902,5,18,212040.38,4,5,5,14,455,Champions
124903,13,12,195770.2,2,3,5,10,235,Potential
124904,13,10,93477.17,2,2,1,5,221,At Risk
124905,17,13,181862.41,1,4,5,10,145,Potential
124906,1,7,121250.65,5,1,2,8,512,Needs Attention
124907,7,10,122144.2,3,2,2,7,322,Needs Attention
124908,2,10,125529.2,5,2,3,10,523,Potential
124909,2,13,157607.08,5,4,4,13,544,Champions
124910,2,17,265034.17,5,5,5,15,555,Champions
124911,8,16,213174.59,3,5,5,13,355,Champions
124912,10,10,108682.23,2,2,2,6,222,At Risk
124913,5,10,115655.39,4,2,2,8,422,Needs Attention
124914,3,10,148552.71,4,2,4,10,424,Potential
124915,1,17,245565.81,5,5,5,15,555,Champions
124916,13,8,46983.41,2,1,1,4,211,At Risk
124917,3,17,206275.44,4,5,5,14,455,Champions
124918,7,23,211180.01,3,5,5,13,355,Champions
124919,8,8,106728.05,3,1,2,6,312,At Risk
124920,6,10,98953.33,3,2,2,7,322,Needs Attention
124921,10,8,78471.25,2,1,1,4,211,At Risk
124922,4,13,212632.83,4,4,5,13,445,Champions
124923,1,11,140236.5,5,3,3,11,533,Loyal
124924,6,15,189609.56,3,5,5,13,355,Champions
124925,10,10,131231.34,2,2,3,7,223,Needs Attention
124926,1,10,136239.68,5,2,3,10,523,Potential
124927,2,7,108448.28,5,1,2,8,512,Needs Attention
124928,4,16,151325.33,4,5,4,13,454,Champions
124929,2,12,169408.41,5,3,4,12,534,Loyal
124930,19,7,67716.94,1,1,1,3,111,At Risk
124931,18,16,175193.59,1,5,5,11,155,Loyal
124932,3,15,175125.2,4,5,4,13,454,Champions
124933,11,8,92694.6,2,1,1,4,211,At Risk
124934,6,14,163522.69,3,4,4,11,344,Loyal
124935,2,13,150137.66,5,4,4,13,544,Champions
124936,2,9,71799.29000000001,5,2,1,8,521,Needs Attention
124937,6,15,175979.9,3,5,5,13,355,Champions
124938,9,12,169589.99,2,3,4,9,234,Potential
124939,5,10,124199.96,4,2,3,9,423,Potential
124940,6,15,145642.65,3,5,3,11,353,Loyal
124941,6,18,137319.52,3,5,3,11,353,Loyal
124942,11,8,102261.11,2,1,2,5,212,At Risk
124943,1,14,162298.96,5,4,4,13,544,Champions
124944,11,13,131591.81,2,4,3,9,243,Potential
124945,2,15,176942.44,5,5,5,15,555,Champions
124946,12,12,136217.86,2,3,3,8,233,Needs Attention
124947,10,12,101723.11,2,3,2,7,232,Needs Attention
124948,31,7,93977.79,1,1,1,3,111,At Risk
124949,4,10,137333.99,4,2,3,9,423,Potential
124950,3,11,115773.0,4,3,2,9,432,Potential
124951,18,16,163134.07,1,5,4,10,154,Potential
124952,14,11,146092.01,1,3,4,8,134,Needs Attention
124953,3,7,109919.84,4,1,2,7,412,Needs Attention
124954,3,5,40102.37,4,1,1,6,411,At Risk
124955,14,9,133130.45,1,2,3,6,123,At Risk
124956,6,8,110774.43,3,1,2,6,312,At Risk
124957,1,13,122285.28,5,4,2,11,542,Loyal
124958,4,10,139783.4,4,2,3,9,423,Potential
124959,7,9,133918.16,3,2,3,8,323,Needs Attention
124960,15,11,83434.3,1,3,1,5,131,At Risk
124961,3,10,128283.27,4,2,3,9,423,Potential
124962,12,10,96333.83,2,2,1,5,221,At Risk
124963,4,10,102785.3,4,2,2,8,422,Needs Attention
124964,1,19,221255.38,5,5,5,15,555,Champions
124965,8,9,140463.37,3,2,3,8,323,Needs Attention
124966,14,11,128408.78,1,3,3,7,133,Needs Attention
124967,4,13,143729.93,4,4,3,11,443,Loyal
124968,8,11,113646.48,3,3,2,8,332,Needs Attention
124969,1,7,87159.81,5,1,1,7,511,Needs Attention
124970,2,16,169455.72,5,5,4,14,554,Champions
124971,3,16,210855.07,4,5,5,14,455,Champions
124972,8,11,132421.33,3,3,3,9,333,Potential
124973,3,9,94096.86,4,2,1,7,421,Needs Attention
124974,5,17,189339.85,4,5,5,14,455,Champions
124975,10,19,156983.93,2,5,4,11,254,Loyal
124976,5,12,93404.65,4,3,1,8,431,Needs Attention
124977,9,13,190334.75,2,4,5,11,245,Loyal
124978,11,21,200246.25,2,5,5,12,255,Loyal
124979,3,11,141131.97,4,3,3,10,433,Potential
124980,11,10,176546.49,2,2,5,9,225,Potential
124981,7,12,137026.4,3,3,3,9,333,Potential
124982,2,12,152918.35,5,3,4,12,534,Loyal
124983,4,12,138265.99,4,3,3,10,433,Potential
124984,10,11,136959.01,2,3,3,8,233,Needs Attention
124985,12,7,61917.59,2,1,1,4,211,At Risk
124986,12,12,164523.41999999998,2,3,4,9,234,Potential
124987,8,17,192636.77,3,5,5,13,355,Champions
124988,1,15,165809.27,5,5,4,14,554,Champions
124989,3,12,138419.46,4,3,3,10,433,Potential
124990,13,8,92203.17,2,1,1,4,211,At Risk
124991,10,11,128917.08,2,3,3,8,233,Needs Attention
124992,12,16,170493.77,2,5,4,11,254,Loyal
124993,23,12,154111.06,1,3,4,8,134,Needs Attention
124994,3,13,159264.97,4,4,4,12,444,Loyal
124995,6,14,175749.38,3,4,5,12,345,Loyal
124996,3,12,147638.05,4,3,4,11,434,Loyal
124997,2,11,91178.32,5,3,1,9,531,Potential
124998,16,14,168622.89,1,4,4,9,144,Potential
124999,1,9,113471.09,5,2,2,9,522,Potential
125000,4,10,130458.76,4,2,3,9,423,Potential
125001,8,10,74962.76,3,2,1,6,321,At Risk
125002,8,12,129171.72,3,3,3,9,333,Potential
125003,9,7,85994.73,2,1,1,4,211,At Risk
125004,3,15,122814.29,4,5,3,12,453,Loyal
125005,7,10,126203.51,3,2,3,8,323,Needs Attention
125006,12,11,106585.53,2,3,2,7,232,Needs Attention
125007,8,12,158480.74,3,3,4,10,334,Potential
125008,2,10,111855.98,5,2,2,9,522,Potential
125009,4,14,225625.33,4,4,5,13,445,Champions
125010,1,13,199184.18,5,4,5,14,545,Champions
125011,2,10,143151.28,5,2,3,10,523,Potential
125012,1,12,128685.63,5,3,3,11,533,Loyal
125013,12,7,72723.06,2,1,1,4,211,At Risk
125014,24,8,149960.36,1,1,4,6,114,At Risk
125015,2,10,110794.46,5,2,2,9,522,Potential
125016,3,7,86015.35,4,1,1,6,411,At Risk
125017,1,15,138902.41999999998,5,5,3,13,553,Champions
125018,1,12,160884.47999999998,5,3,4,12,534,Loyal
125019,13,9,135795.47,2,2,3,7,223,Needs Attention
125020,31,5,47378.02,1,1,1,3,111,At Risk
125021,5,12,111483.94,4,3,2,9,432,Potential
125022,11,10,126572.99,2,2,3,7,223,Needs Attention
125023,23,8,140870.66999999998,1,1,3,5,113,At Risk
125024,3,9,105170.69,4,2,2,8,422,Needs Attention
125025,1,17,155195.87,5,5,4,14,554,Champions
125026,4,4,54214.83,4,1,1,6,411,At Risk
125027,2,15,223319.19,5,5,5,15,555,Champions
125028,2,12,118930.15,5,3,2,10,532,Potential
125029,6,14,185643.96,3,4,5,12,345,Loyal
125030,6,14,155832.79,3,4,4,11,344,Loyal
125031,11,6,97698.39,2,1,2,5,212,At Risk
125032,11,14,175413.55,2,4,5,11,245,Loyal
125033,3,8,122856.96,4,1,3,8,413,Needs Attention
125034,6,11,112427.93,3,3,2,8,332,Needs Attention
125035,24,11,113453.67,1,3,2,6,132,At Risk
125036,7,8,71996.62,3,1,1,5,311,At Risk
125037,8,10,92694.56,3,2,1,6,321,At Risk
125038,1,9,143725.88,5,2,3,10,523,Potential
125039,5,13,182144.24,4,4,5,13,445,Champions
125040,8,19,219631.14,3,5,5,13,355,Champions
125041,13,19,252655.26,2,5,5,12,255,Loyal
125042,9,10,107986.11,2,2,2,6,222,At Risk
125043,1,9,141777.81,5,2,3,10,523,Potential
125044,5,11,126081.11,4,3,3,10,433,Potential
125045,12,12,135931.18,2,3,3,8,233,Needs Attention
125046,2,11,167819.28,5,3,4,12,534,Loyal
125047,19,4,44541.27,1,1,1,3,111,At Risk
125048,8,8,118335.72,3,1,2,6,312,At Risk
125049,2,15,150685.22,5,5,4,14,554,Champions
125050,1,10,120948.18,5,2,2,9,522,Potential
125051,6,20,197745.83,3,5,5,13,355,Champions
125052,1,11,174867.56,5,3,4,12,534,Loyal
125053,3,10,86637.26,4,2,1,7,421,Needs Attention
125054,12,15,166489.12,2,5,4,11,254,Loyal
125055,9,9,121740.12,2,2,2,6,222,At Risk
125056,25,7,95400.02,1,1,1,3,111,At Risk
125057,8,8,84288.65,3,1,1,5,311,At Risk
125058,11,11,122955.67,2,3,3,8,233,Needs Attention
125059,3,8,111694.38,4,1,2,7,412,Needs Attention
125060,4,10,74837.84,4,2,1,7,421,Needs Attention
125061,9,9,61318.08,2,2,1,5,221,At Risk
125062,14,16,190687.07,1,5,5,11,155,Loyal
125063,16,9,121920.01,1,2,2,5,122,At Risk
125064,14,13,124509.38,1,4,3,8,143,Needs Attention
125065,6,13,146995.72,3,4,4,11,344,Loyal
125066,5,10,138656.6,4,2,3,9,423,Potential
125067,9,9,90375.04,2,2,1,5,221,At Risk
125068,6,12,171592.22,3,3,4,10,334,Potential
125069,3,15,209889.21,4,5,5,14,455,Champions
125070,15,8,119767.24,1,1,2,4,112,At Risk
125071,7,13,183177.45,3,4,5,12,345,Loyal
125072,9,10,67549.02,2,2,1,5,221,At Risk
125073,4,9,122234.79,4,2,2,8,422,Needs Attention
125074,8,14,158555.61000000002,3,4,4,11,344,Loyal
125075,3,17,178848.35,4,5,5,14,455,Champions
125076,1,13,190743.85,5,4,5,14,545,Champions
125077,5,12,115863.43,4,3,2,9,432,Potential
125078,18,5,50769.03,1,1,1,3,111,At Risk
125079,7,12,167795.37,3,3,4,10,334,Potential
125080,7,13,105854.93,3,4,2,9,342,Potential
125081,10,12,152989.84,2,3,4,9,234,Potential
125082,19,11,125597.04,1,3,3,7,133,Needs Attention
125083,3,14,165422.2,4,4,4,12,444,Loyal
125084,18,13,142261.99,1,4,3,8,143,Needs Attention
125085,4,13,180686.42,4,4,5,13,445,Champions
125086,3,7,75977.72,4,1,1,6,411,At Risk
125087,13,10,115756.97,2,2,2,6,222,At Risk
125088,8,12,163415.33,3,3,4,10,334,Potential
125089,1,13,137756.23,5,4,3,12,543,Loyal
125090,1,13,109296.42,5,4,2,11,542,Loyal
125091,6,20,236503.22,3,5,5,13,355,Champions
125092,4,7,97159.0,4,1,2,7,412,Needs Attention
125093,28,7,50903.67,1,1,1,3,111,At Risk
125094,9,14,186029.31,2,4,5,11,245,Loyal
125095,3,16,185189.25,4,5,5,14,455,Champions
125096,9,12,134446.55,2,3,3,8,233,Needs Attention
125097,2,8,112674.95,5,1,2,8,512,Needs Attention
125098,1,16,184587.2,5,5,5,15,555,Champions
125099,6,18,223295.31,3,5,5,13,355,Champions
125100,17,11,103559.6,1,3,2,6,132,At Risk
125101,11,8,97070.5,2,1,2,5,212,At Risk
125102,8,14,165395.98,3,4,4,11,344,Loyal
125103,9,9,125321.25,2,2,3,7,223,Needs Attention
125104,15,11,143799.31,1,3,3,7,133,Needs Attention
125105,1,14,165702.05,5,4,4,13,544,Champions
125106,4,14,177365.42,4,4,5,13,445,Champions
125107,5,8,109422.0,4,1,2,7,412,Needs Attention
125108,6,18,241423.4,3,5,5,13,355,Champions
125109,1,13,156798.31,5,4,4,13,544,Champions
125110,1,14,198770.94,5,4,5,14,545,Champions
125111,4,10,117974.83,4,2,2,8,422,Needs Attention
125112,7,14,174290.49,3,4,4,11,344,Loyal
125113,18,10,122225.86,1,2,2,5,122,At Risk
125114,3,12,128255.01,4,3,3,10,433,Potential
125115,8,13,153049.44,3,4,4,11,344,Loyal
125116,58,4,36789.46,1,1,1,3,111,At Risk
125117,8,15,195739.56,3,5,5,13,355,Champions
125118,32,9,100971.44,1,2,2,5,122,At Risk
125119,1,10,153434.88,5,2,4,11,524,Loyal
125120,3,16,188536.36,4,5,5,14,455,Champions
125121,17,7,88145.12,1,1,1,3,111,At Risk
125122,7,13,186815.55,3,4,5,12,345,Loyal
125123,6,15,211174.41,3,5,5,13,355,Champions
125124,1,12,133375.57,5,3,3,11,533,Loyal
125125,3,13,149308.63999999998,4,4,4,12,444,Loyal
125126,14,14,220458.74,1,4,5,10,145,Potential
125127,5,10,101683.97,4,2,2,8,422,Needs Attention
125128,1,10,117010.67,5,2,2,9,522,Potential
125129,25,5,63305.03,1,1,1,3,111,At Risk
125130,8,11,144027.09,3,3,3,9,333,Potential
125131,4,10,112764.48,4,2,2,8,422,Needs Attention
125132,4,12,117818.9,4,3,2,9,432,Potential
125133,10,9,95540.38,2,2,1,5,221,At Risk
125134,2,11,117643.23,5,3,2,10,532,Potential
125135,1,14,181198.04,5,4,5,14,545,Champions
125136,17,8,66823.26000000001,1,1,1,3,111,At Risk
125137,16,10,134742.8,1,2,3,6,123,At Risk
125138,19,5,50688.600000000006,1,1,1,3,111,At Risk
125139,10,12,135568.24,2,3,3,8,233,Needs Attention
125140,15,10,148429.78,1,2,4,7,124,Needs Attention
125141,5,10,89386.33,4,2,1,7,421,Needs Attention
125142,4,10,143131.4,4,2,3,9,423,Potential
125143,6,14,164294.71,3,4,4,11,344,Loyal
125144,1,12,173647.31,5,3,4,12,534,Loyal
125145,18,11,121416.03,1,3,2,6,132,At Risk
125146,2,12,104274.3,5,3,2,10,532,Potential
125147,1,17,230056.84,5,5,5,15,555,Champions
125148,1,11,138206.85,5,3,3,11,533,Loyal
125149,5,11,136438.77,4,3,3,10,433,Potential
125150,2,8,84482.2,5,1,1,7,511,Needs Attention
125151,1,13,134618.45,5,4,3,12,543,Loyal
125152,5,10,69978.05,4,2,1,7,421,Needs Attention
125153,6,17,215844.23,3,5,5,13,355,Champions
125154,4,7,78248.29,4,1,1,6,411,At Risk
125155,2,8,117183.0,5,1,2,8,512,Needs Attention
125156,8,13,183278.56,3,4,5,12,345,Loyal
125157,2,8,92037.08,5,1,1,7,511,Needs Attention
125158,2,15,172420.53,5,5,4,14,554,Champions
125159,11,9,118752.7,2,2,2,6,222,At Risk
125160,1,13,160764.66999999998,5,4,4,13,544,Champions
125161,3,12,180477.87,4,3,5,12,435,Loyal
125162,2,13,107442.63,5,4,2,11,542,Loyal
125163,5,12,155134.78,4,3,4,11,434,Loyal
125164,13,8,100795.6,2,1,2,5,212,At Risk
125165,6,10,123642.17,3,2,3,8,323,Needs Attention
125166,2,11,119533.84,5,3,2,10,532,Potential
125167,1,17,189869.98,5,5,5,15,555,Champions
125168,1,14,137978.07,5,4,3,12,543,Loyal
125169,1,13,153016.25,5,4,4,13,544,Champions
125170,18,11,124469.39,1,3,3,7,133,Needs Attention
125171,6,15,135686.61000000002,3,5,3,11,353,Loyal
125172,1,12,151461.18,5,3,4,12,534,Loyal
125173,8,10,145566.88,3,2,3,8,323,Needs Attention
125174,17,10,122838.03,1,2,3,6,123,At Risk
125175,2,12,142377.17,5,3,3,11,533,Loyal
125176,9,11,165226.34,2,3,4,9,234,Potential
125177,3,13,131761.38,4,4,3,11,443,Loyal
125178,11,11,151572.81,2,3,4,9,234,Potential
125179,1,11,157068.87,5,3,4,12,534,Loyal
125180,3,13,165501.39,4,4,4,12,444,Loyal
125181,1,14,198725.18,5,4,5,14,545,Champions
125182,9,9,65352.67,2,2,1,5,221,At Risk
125183,1,11,120021.21,5,3,2,10,532,Potential
125184,3,11,176746.75,4,3,5,12,435,Loyal
125185,13,11,148187.90000000002,2,3,4,9,234,Potential
125186,18,8,86325.62,1,1,1,3,111,At Risk
125187,9,14,144036.58,2,4,3,9,243,Potential
125188,15,12,125630.03,1,3,3,7,133,Needs Attention
125189,10,14,198299.85,2,4,5,11,245,Loyal
125190,4,22,312515.88,4,5,5,14,455,Champions
125191,17,14,147089.18,1,4,4,9,144,Potential
