CustomerID,Recency,Frequency,Monetary
119732,7,11,153818.04
119733,7,17,282362.56
119734,2,15,217605.05
119735,4,16,183497.34
119736,2,8,96919.66
119737,18,13,172391.42
119738,17,15,164202.37
119739,3,10,143566.59
119740,7,17,169070.91
119741,1,7,95183.84000000001
119742,8,10,118417.79000000001
119743,5,17,215572.57
119744,9,20,263663.26
119745,3,12,139181.06
119746,2,9,83376.43
119747,6,10,120737.76
119748,10,6,92811.78
119749,16,10,116788.55
119750,5,16,178648.38
119751,12,9,114406.56
119752,5,12,165776.31
119753,20,3,43186.71
119754,4,12,133472.52
119755,16,13,154128.41999999998
119756,1,16,166695.07
119757,24,10,140421.02
119758,8,15,222849.52
119759,5,12,172112.02000000002
119760,1,11,130414.8
119761,5,9,72997.56
119762,12,8,73489.5
119763,16,12,183765.65
119764,23,5,61144.979999999996
119765,2,11,140387.11
119766,29,9,116087.41
119767,7,9,71462.95999999999
119768,17,12,123833.65
119769,3,13,136605.54
119770,9,11,101740.73000000001
119771,11,14,198640.63
119772,6,14,193219.13999999998
119773,12,10,123207.81
119774,14,10,167159.3
119775,1,19,282099.05
119776,7,6,69970.16
119777,11,10,143077.11
119778,11,14,153273.41
119779,7,14,178904.57
119780,8,12,121409.78
119781,3,13,160740.72
119782,7,14,171913.06
119783,18,12,136176.87
119784,3,16,168927.55
119785,19,14,154834.71
119786,6,13,126456.34
119787,18,13,141673.84
119788,1,12,122849.23999999999
119789,14,10,119391.37
119790,3,14,138263.94
119791,19,15,174932.87
119792,26,9,96292.1
119793,6,15,174646.66999999998
119794,18,13,150027.81
119795,11,14,131779.99
119796,6,15,206201.82
119797,10,15,158928.01
119798,11,14,172107.43
119799,1,13,179573.11
119800,8,11,121904.05
119801,15,11,126403.06
119802,24,8,83914.34999999999
119803,3,11,88772.75
119804,16,8,87011.95
119805,5,9,113968.56
119806,29,12,151086.24
119807,11,14,162775.01
119808,9,10,148449.7
119809,20,7,51111.06
119810,12,14,156662.07
119811,2,7,85216.56
119812,2,13,166846.04
119813,6,14,101928.87
119814,19,8,96693.8
119815,2,11,117816.17
119816,8,11,206675.66
119817,2,12,104261.87
119818,4,6,66651.68
119819,1,9,87662.23
119820,21,12,143274.72
119821,2,8,83757.82
119822,14,10,153361.72
119823,3,6,71910.87
119824,12,14,205332.9
119825,3,11,98476.28
119826,1,7,85132.22
119827,26,6,86243.02
119828,7,18,181353.93
119829,9,9,127060.77
119830,3,21,299760.43
119831,16,18,231179.05
119832,9,11,168193.1
119833,10,17,216243.0
119834,1,19,227356.65
119835,8,11,106592.88
119836,6,7,91209.12
119837,17,12,126646.18
119838,2,9,79959.37
119839,10,5,65675.57
119840,1,14,149795.88
119841,14,13,159457.98
119842,15,9,137786.73
119843,9,11,147859.45
119844,5,16,169529.15
119845,3,10,109332.21
119846,1,21,249076.62
119847,5,7,74172.27
119848,3,10,160345.09
119849,4,11,98737.69
119850,4,7,69281.91
119851,5,9,147738.12
119852,5,8,103675.32
119853,8,14,138884.21
119854,11,10,145864.69
119855,8,11,143919.68
119856,20,12,128090.95000000001
119857,16,12,128636.37
119858,17,12,119401.85
119859,11,11,126718.59
119860,2,11,146246.87
119861,2,11,107852.8
119862,1,11,152335.7
119863,1,9,110648.06
119864,8,9,123763.75
119865,18,13,170075.74
119866,11,13,199640.92
119867,16,9,122984.13
119868,6,13,127936.86
119869,16,11,189404.4
119870,15,11,146939.72
119871,14,11,109416.70999999999
119872,9,9,105158.1
119873,2,12,179209.79
119874,6,16,194782.87
119875,1,11,142557.6
119876,3,13,142874.63
119877,9,8,99594.01
119878,24,9,81170.31
119879,2,14,179050.14
119880,18,15,169069.42
119881,5,14,196548.35
119882,2,14,147143.53
119883,6,12,138410.89
119884,13,9,118822.84
119885,11,13,197878.29
119886,3,14,175951.68
119887,14,18,239011.31
119888,2,15,150455.33000000002
119889,2,14,149341.23
119890,8,9,99266.39
119891,22,11,103152.64
119892,4,11,113716.64
119893,9,10,93224.64
119894,30,12,98422.35
119895,1,13,113643.64
119896,1,12,187848.8
119897,19,9,141791.68
119898,4,11,155659.12
119899,30,9,87895.29000000001
119900,21,7,50196.65
119901,20,9,120127.58
119902,2,10,119596.89
119903,13,11,120945.36
119904,8,13,147024.67
119905,4,16,182647.74
119906,4,9,109969.45
119907,7,10,127161.73000000001
119908,14,14,182350.88
119909,4,12,137156.36
119910,2,6,59546.88
119911,22,9,154713.44
119912,20,12,159402.35
119913,1,10,82793.22
119914,19,10,119274.52
119915,16,7,64679.48
119916,6,12,160109.94
119917,4,9,95241.11
119918,16,7,101933.59
119919,40,9,108647.34000000001
119920,4,12,213607.29
119921,4,8,78078.91
119922,6,15,157099.45
119923,14,8,111976.5
119924,1,15,178566.02
119925,50,6,72657.18
119926,14,10,130943.12
119927,1,11,106699.88
119928,11,12,141725.11
119929,13,12,89298.53
119930,8,14,85907.38
119931,9,8,72217.14
119932,5,12,157241.66999999998
119933,4,19,239257.11000000002
119934,11,8,117807.73
119935,25,9,78485.95999999999
119936,2,12,148191.74
119937,1,8,100090.35
119938,14,17,214809.24
119939,17,6,42353.05
119940,3,15,113292.03
119941,15,7,92703.78
119942,1,16,142316.37
119943,6,13,131989.82
119944,8,15,143420.5
119945,2,9,107177.23000000001
119946,10,15,153067.3
119947,11,14,196594.81
119948,3,8,96962.31999999999
119949,9,5,56928.18
119950,41,6,83300.77
119951,14,10,94115.82
119952,7,12,148673.46
119953,2,9,148382.26
119954,5,15,188299.63
119955,1,11,150100.25
119956,5,12,136281.78
119957,6,11,127773.87
119958,8,13,154827.77
119959,16,17,159859.24
119960,11,9,72348.43000000001
119961,25,9,120565.45
119962,10,19,188367.69
119963,10,9,84148.45000000001
119964,6,7,100105.05
119965,6,16,213473.05
119966,4,12,163131.97
119967,4,8,85730.96
119968,5,11,127238.28
119969,2,11,141146.04
119970,3,18,213735.13
119971,11,13,138413.05
119972,3,15,155861.49
119973,6,15,163972.37
119974,8,12,112577.07
119975,3,15,189700.19
119976,2,11,151179.53
119977,4,17,133713.6
119978,6,12,116979.22
119979,14,7,104039.52
119980,1,9,120288.52
119981,1,11,174410.7
119982,10,15,173075.57
119983,3,18,236760.51
119984,20,11,95109.86
119985,5,17,189039.01
119986,25,12,161743.9
119987,15,11,166687.94
119988,9,11,154496.65
119989,3,12,195525.26
119990,14,11,147263.37
119991,7,14,190467.44
119992,11,12,186052.23
119993,1,15,198590.75
119994,10,18,220001.21000000002
119995,12,7,70470.95
119996,10,20,266285.89
119997,3,14,157821.83000000002
119998,11,13,158247.97
119999,14,18,216177.63
120000,23,12,165791.43
120001,4,13,162806.78
120002,15,12,154676.92
120003,1,16,209018.98
120004,10,9,148616.54
120005,3,13,151054.82
120006,13,8,114915.96
120007,1,7,119368.75
120008,1,14,190530.75
120009,8,11,126275.77
120010,11,9,102483.33
120011,14,16,211094.42
120012,8,12,154883.19999999998
120013,18,7,62448.479999999996
120014,10,15,155350.64
120015,1,16,201199.42
120016,18,14,157110.77
120017,38,12,106573.13
120018,13,14,167673.07
120019,19,11,147147.35
120020,13,14,134368.4
120021,3,9,118580.88
120022,2,20,225217.31
120023,12,12,146020.75
120024,10,5,45794.92
120025,14,11,148301.09
120026,2,11,110139.54000000001
120027,6,11,113953.5
120028,32,10,112909.18
120029,14,9,127745.42
120030,4,9,77512.85
120031,24,8,69681.29
120032,2,17,195842.97
120033,6,10,99549.27
120034,2,10,125263.6
120035,13,9,142839.35
120036,23,8,94919.46
120037,2,14,194162.41
120038,14,12,112675.75
120039,37,9,87449.84
120040,7,14,169849.08
120041,4,15,217432.43
120042,15,7,92479.95
120043,9,13,152738.79
120044,3,8,98035.22
120045,11,15,156330.63
120046,11,16,142565.47
120047,4,14,158800.83
120048,2,13,148529.88
120049,5,10,95895.66
120050,3,8,83335.86
120051,20,13,211629.86000000002
120052,11,8,117021.95999999999
120053,4,13,169893.94
120054,2,12,158552.6
120055,9,15,153525.13999999998
120056,13,10,115254.95
120057,1,10,90432.33
120058,1,15,163511.84
120059,5,8,71298.32
120060,1,7,52877.88
120061,18,6,58846.66
120062,9,11,129087.78
120063,9,13,143571.61
120064,6,12,169192.21
120065,6,8,121376.09
120066,34,9,129590.46
120067,4,10,135505.99
120068,10,6,46049.95
120069,2,14,196904.85
120070,4,9,95969.06
120071,9,10,147703.03
120072,5,8,90055.87999999999
120073,4,6,89477.25
120074,5,9,83141.98
120075,1,11,135599.37
120076,2,9,94703.45999999999
120077,20,10,122413.79
120078,34,9,122841.23
120079,4,16,191268.41
120080,6,12,126360.32
120081,13,11,139418.87
120082,2,12,169509.16
120083,7,14,163903.01
120084,1,17,209122.71
120085,10,9,120513.62000000001
120086,4,9,91253.64
120087,7,11,147204.05
120088,12,8,84738.89000000001
120089,1,13,114722.41
120090,10,11,166203.27
120091,15,12,130912.88
120092,14,10,103888.95999999999
120093,5,10,105423.58
120094,6,13,161403.66
120095,17,10,108723.76
120096,4,12,132059.35
120097,23,8,135573.35
120098,3,14,130888.33
120099,18,6,91650.95999999999
120100,12,14,186524.44
120101,13,10,99817.29
120102,1,14,118874.69
120103,3,20,307116.82
120104,7,15,203444.99
120105,3,15,147071.3
120106,1,11,131072.3
120107,1,17,236951.9
120108,7,11,184834.75
120109,2,4,45064.04
120110,18,16,185393.86000000002
120111,4,12,105440.36
120112,20,12,127121.58
120113,7,8,82020.24
120114,1,15,182956.7
120115,3,12,117538.86
120116,14,11,143677.37
120117,11,13,156796.32
120118,1,14,166308.87
120119,4,21,270507.65
120120,9,7,91093.72
120121,2,11,106025.89
120122,15,14,179942.79
120123,11,9,82945.49
120124,22,6,94663.28
120125,13,11,132094.76
120126,1,14,130749.78
120127,2,12,143315.09
120128,16,13,148590.07
120129,22,7,105226.37
120130,6,14,160565.91999999998
120131,13,13,212091.18
120132,4,10,101204.18
120133,3,14,172718.61
120134,6,8,78812.18
120135,9,6,79818.95
120136,17,7,77970.99
120137,1,15,194182.48
120138,7,9,129178.15
120139,3,10,93701.76
120140,5,13,178695.52
120141,6,13,194125.95
120142,1,20,297323.04
120143,10,13,181107.77000000002
120144,9,16,196238.54
120145,3,11,148676.43
120146,4,12,145824.03
120147,1,19,225537.38999999998
120148,5,9,121091.62
120149,6,14,162030.36
120150,4,13,179871.89
120151,15,13,194805.13
120152,8,14,129208.02
120153,8,5,64630.37
120154,11,10,96677.8
120155,5,14,140255.66
120156,2,14,156619.3
120157,4,18,198459.6
120158,2,12,121126.32
120159,6,18,191036.98
120160,7,7,104180.94
120161,6,11,92027.02
120162,7,10,87631.78
120163,3,8,97452.56999999999
120164,10,13,125761.29000000001
120165,5,14,172653.18
120166,8,7,93447.63
120167,23,8,111125.43
120168,1,7,80220.57
120169,8,15,174579.3
120170,1,10,124802.85
120171,7,12,126080.72
120172,7,5,70473.78
120173,5,10,125075.81
120174,5,7,90530.35
120175,3,11,75113.06
120176,2,13,123480.73000000001
120177,6,14,180644.34
120178,11,10,153770.43
120179,2,10,100628.03
120180,1,9,77164.13
120181,4,11,107928.42
120182,4,11,110906.75
120183,6,9,111686.47
120184,27,6,107511.67
120185,6,12,151200.21
120186,1,15,179716.73
120187,10,13,210980.72999999998
120188,4,8,89587.61
120189,3,7,107070.5
120190,10,11,120290.01000000001
120191,3,16,181905.51
120192,29,8,133239.06
120193,28,8,114826.86
120194,22,9,117220.3
120195,6,16,139509.96
120196,1,11,141640.42
120197,18,15,187343.22
120198,20,5,44554.24
120199,14,12,148742.73
120200,4,11,123441.17000000001
120201,1,10,104979.26
120202,6,16,174206.05000000002
120203,22,14,128225.16
120204,2,6,72399.64
120205,1,14,126943.83
120206,22,10,132043.98
120207,11,6,59870.34
120208,1,20,190887.16
120209,4,7,100791.81
120210,7,10,152727.98
120211,12,13,160793.86000000002
120212,9,13,140521.16
120213,10,11,117569.32
120214,11,5,55276.89
120215,9,8,122676.12
120216,5,12,146791.93
120217,7,5,56157.72
120218,9,5,66042.77
120219,9,9,119948.84
120220,2,8,114591.59
120221,7,14,196116.55
120222,17,10,90382.79
120223,3,15,209059.31
120224,4,11,133758.39
120225,1,5,59132.26
120226,7,11,181261.16
120227,5,13,164311.61
120228,9,14,137870.86
120229,8,13,131707.01
120230,5,11,160692.19
120231,17,7,116098.48999999999
120232,2,7,66942.98
120233,4,9,117363.81
120234,3,17,244720.48
120235,1,5,43486.229999999996
120236,15,10,125292.69
120237,3,10,133023.73
120238,8,13,130792.83
120239,9,10,110391.17
120240,11,7,87691.81999999999
120241,14,15,179226.65
120242,10,10,123783.19
120243,4,17,210918.80000000002
120244,9,7,56836.39
120245,8,11,165449.86000000002
120246,13,10,135119.93
120247,2,13,138483.79
120248,2,13,161099.5
120249,4,12,129686.0
120250,18,11,152810.44
120251,15,9,129602.04000000001
120252,3,15,220488.1
120253,5,12,116744.76999999999
120254,5,10,98105.44
120255,32,6,74156.53
120256,1,8,82750.48
120257,5,13,179471.18
120258,5,11,129817.2
120259,9,12,153963.59
120260,11,16,193747.97
120261,3,6,79025.83
120262,9,10,110393.88
120263,10,12,172252.87
120264,9,8,99461.97
120265,1,14,152344.02
120266,4,11,137882.8
120267,6,8,71813.03
120268,2,12,96566.47
120269,20,8,58668.770000000004
120270,2,9,71643.75
120271,17,21,241392.56
120272,1,10,120146.98000000001
120273,3,15,144203.72
120274,1,13,185776.86000000002
120275,9,10,134572.24
120276,17,6,72062.76
120277,6,12,151065.0
120278,8,6,73748.86
120279,12,13,167825.75
120280,4,6,47123.99
120281,6,7,66135.95
120282,4,13,196605.94
120283,1,17,261409.09
120284,6,13,174290.81
120285,10,10,108977.82
120286,2,15,124121.73
120287,7,15,125484.68
120288,3,15,175863.19999999998
120289,2,18,158670.25999999998
120290,1,11,97389.19
120291,1,10,117347.94
120292,7,10,82659.7
120293,12,8,104385.0
120294,2,11,126420.69
120295,16,5,74644.85
120296,9,9,117901.22
120297,16,9,114771.3
120298,13,8,81460.35
120299,2,11,143722.4
120300,1,18,233302.6
120301,23,12,169969.78
120302,5,10,120158.69
120303,7,14,138752.04
120304,1,10,92251.03
120305,15,16,201757.98
120306,5,13,159242.68
120307,5,12,168167.03
120308,10,11,107167.49
120309,7,13,146418.37
120310,14,11,156527.3
120311,4,13,111043.69
120312,8,11,134325.22
120313,4,14,133478.88
120314,31,10,89480.44
120315,16,10,81264.86
120316,5,8,98789.62
120317,4,15,232551.72
120318,6,8,69304.24
120319,2,14,203229.84
120320,4,11,140534.83
120321,11,11,135145.21
120322,2,6,56100.55
120323,6,8,89674.95999999999
120324,10,8,91622.69
120325,4,11,144146.31
120326,2,9,110072.2
120327,29,5,88898.20999999999
120328,5,14,157546.77000000002
120329,5,12,125107.83
120330,25,4,20150.77
120331,1,15,188470.09
120332,19,12,129827.8
120333,7,7,71557.09
120334,3,13,191938.33000000002
120335,3,11,123240.29
120336,9,7,71151.79000000001
120337,30,13,161441.45
120338,6,9,114134.53
120339,6,13,167406.05
120340,4,11,155067.50999999998
120341,13,15,191141.2
120342,2,10,133522.09
120343,8,16,188243.49
120344,5,15,142455.57
120345,4,10,127256.02
120346,4,7,98361.2
120347,11,8,83470.31999999999
120348,3,11,131077.04
120349,12,7,114219.34
120350,4,10,134287.09
120351,13,13,172567.67
120352,8,11,118507.8
120353,6,10,131823.9
120354,17,15,147375.29
120355,2,9,123517.32
120356,24,7,80488.89
120357,2,15,204325.3
120358,3,6,89025.29
120359,10,10,109315.5
120360,7,12,171239.12
120361,1,11,140581.37
120362,56,5,86506.15
120363,4,16,209896.73
120364,9,10,149237.61000000002
120365,4,12,100426.34
120366,7,15,168544.43
120367,8,9,85560.23
120368,6,11,168036.09
120369,2,10,82457.4
120370,3,7,78378.15
120371,7,14,169323.88
120372,29,8,80797.95
120373,4,15,176032.19
120374,15,13,123793.6
120375,4,11,163355.78
120376,14,8,79589.59999999999
120377,9,18,272197.84
120378,5,13,209308.21
120379,1,15,200176.56
120380,17,8,45883.4
120381,8,7,104296.46
120382,2,12,181126.54
120383,3,8,129348.97
120384,3,19,218493.86
120385,1,9,127686.68999999999
120386,2,10,108050.20999999999
120387,4,7,74999.23000000001
120388,3,14,133932.04
120389,5,12,180493.95
120390,6,9,142323.12
120391,2,19,223475.39
120392,1,11,108200.21
120393,3,11,138065.13999999998
120394,2,9,112005.59
120395,1,12,113796.67
120396,2,7,95631.31
120397,23,8,96537.57
120398,2,20,180533.96
120399,9,14,135004.96
120400,3,13,178541.45
120401,1,10,107749.72
120402,1,12,151621.66
120403,1,17,221842.05
120404,5,18,198897.01
120405,1,17,208273.16
120406,3,11,102394.86
120407,7,14,140952.01
120408,6,8,100731.45999999999
120409,9,12,127260.79000000001
120410,4,11,147532.12
120411,3,14,158601.19
120412,3,11,104885.37
120413,17,11,105539.19
120414,2,10,131041.22
120415,31,7,87239.94
120416,5,11,145462.31
120417,1,10,104463.35
120418,1,13,122725.32
120419,12,11,127201.41
120420,5,12,154837.04
120421,6,11,156809.05
120422,4,12,176446.37
120423,6,7,104703.34
120424,2,8,106794.31999999999
120425,6,11,151103.64
120426,8,17,206960.41
120427,39,5,53689.57
120428,5,14,119029.15
120429,1,8,71066.7
120430,11,6,82806.07
120431,3,14,169428.22
120432,18,15,210556.16999999998
120433,15,9,111358.07
120434,6,12,137700.85
120435,8,14,147097.12
120436,20,13,153914.57
120437,8,11,133223.45
120438,11,6,74787.53
120439,1,17,247486.09
120440,12,8,68813.65
120441,8,8,77695.52
120442,13,17,252534.64
120443,3,15,187837.92
120444,8,11,144629.26
120445,16,11,145735.0
120446,1,17,177451.44999999998
120447,21,11,171923.25
120448,5,10,124064.93
120449,7,18,175065.8
120450,1,6,54459.17999999999
120451,1,8,122278.31999999999
120452,16,8,113460.65
120453,5,8,92344.20999999999
120454,4,15,140833.64
120455,2,12,125354.07
120456,10,12,143849.78
120457,35,9,118505.71
120458,21,8,56388.75
120459,13,7,117890.01
120460,7,9,109041.35
120461,2,11,178505.0
120462,14,13,162524.62
120463,1,14,185405.79
120464,3,12,169277.14
120465,9,8,87816.09999999999
120466,13,8,81726.83
120467,17,12,130984.3
120468,12,6,84767.18000000001
120469,1,16,261192.09
120470,10,13,89089.0
120471,11,8,95487.11
120472,2,11,187453.5
120473,1,8,81055.49
120474,2,13,170194.67
120475,6,7,95345.96
120476,13,8,117908.09
120477,1,11,120750.68
120478,5,9,115679.67
120479,1,17,204801.91999999998
120480,16,7,74381.63
120481,1,17,213003.68
120482,3,8,67874.12999999999
120483,10,13,160187.42
120484,4,20,277478.18
120485,5,8,71403.01
120486,5,17,225933.31
120487,3,16,207640.12
120488,21,9,110738.51
120489,38,6,64084.68
120490,4,14,157897.8
120491,9,14,144859.59
120492,19,9,90424.39
120493,3,13,172843.62
120494,3,16,209525.52000000002
120495,10,14,155500.33000000002
120496,29,8,121316.5
120497,4,12,150799.73
120498,5,7,103244.08
120499,1,15,170269.54
120500,15,13,169659.44
120501,6,14,165645.9
120502,8,11,116690.6
120503,4,10,111524.68
120504,1,10,101398.39
120505,26,7,80235.21
120506,15,12,95666.25
120507,38,8,126928.26000000001
120508,15,11,129901.12999999999
120509,1,19,202063.66999999998
120510,1,8,98219.07
120511,5,15,168287.75
120512,1,5,67358.88
120513,3,11,169457.77000000002
120514,2,13,167335.86
120515,4,12,182506.88
120516,21,10,106721.61
120517,10,10,127215.81
120518,1,6,81575.47
120519,16,10,142026.88
120520,3,10,111888.76
120521,36,4,49405.36
120522,1,10,116044.88
120523,1,15,153941.37
120524,6,11,129023.3
120525,3,11,150879.1
120526,4,15,213865.31
120527,10,14,144850.94
120528,24,17,164160.0
120529,6,18,193725.36000000002
120530,1,13,177075.65
120531,2,10,114668.40000000001
120532,8,11,147856.21
120533,2,14,164833.21
120534,2,13,173587.07
120535,1,10,102400.45
120536,1,15,184303.84
120537,14,12,189097.95
120538,18,13,163709.16999999998
120539,2,17,182842.03
120540,3,10,105272.31
120541,24,8,95382.64
120542,4,10,92650.57
120543,4,11,120724.69
120544,3,6,73736.76
120545,10,6,69686.02
120546,24,3,25121.59
120547,10,15,188220.71
120548,6,17,250612.57
120549,1,9,86777.83
120550,5,12,147818.17
120551,4,14,144224.11
120552,1,6,74484.65
120553,4,16,158148.51
120554,17,11,141699.73
120555,3,9,92424.47
120556,5,13,156535.73
120557,14,13,166076.43
120558,2,10,105946.94
120559,1,14,175564.57
120560,3,10,104639.53
120561,17,11,133477.95
120562,10,12,124464.64
120563,2,14,161177.31
120564,5,10,133487.29
120565,5,8,100186.65
120566,4,9,112955.68
120567,2,7,104609.68
120568,21,13,162784.74
120569,4,11,143323.23
120570,8,15,154652.52000000002
120571,4,16,198504.53
120572,5,10,164886.72
120573,16,8,92431.13
120574,15,9,101934.01
120575,2,17,188121.22999999998
120576,25,13,222179.09
120577,13,11,113037.06
120578,6,14,218745.12
120579,15,11,137348.95
120580,2,13,152707.35
120581,5,17,214733.12
120582,10,9,127210.54000000001
120583,1,13,142255.51
120584,10,15,152466.65
120585,1,12,153813.33
120586,8,14,154919.4
120587,6,14,154400.31
120588,3,7,72436.44
120589,3,3,32220.1
120590,9,6,91374.71
120591,5,14,164481.41999999998
120592,1,10,116417.67
120593,5,14,180675.85
120594,1,11,145208.31
120595,7,15,161472.83
120596,6,11,151373.91
120597,1,9,123202.5
120598,12,15,172951.94999999998
120599,1,18,202743.75
120600,6,18,194465.52000000002
120601,7,14,155513.01
120602,15,10,141493.55
120603,7,13,147249.5
120604,11,9,100213.9
120605,10,11,97708.79
120606,4,10,94011.75
120607,15,14,153348.37
120608,1,9,87831.33
120609,6,18,264967.71
120610,13,16,211429.41999999998
120611,7,10,125519.36
120612,8,12,124170.83
120613,2,6,41855.26
120614,2,20,244147.47
120615,9,15,112140.59
120616,13,16,160005.68
120617,18,8,92770.34999999999
120618,9,12,124181.26999999999
120619,4,12,156617.94
120620,4,15,169605.82
120621,14,13,164033.21000000002
120622,1,21,222180.93
120623,14,7,63035.81
120624,11,10,111308.2
120625,4,11,146104.96000000002
120626,4,15,183395.97
120627,25,6,91722.9
120628,2,13,131817.74000000002
120629,4,8,92038.73
120630,8,18,157079.67
120631,1,14,146931.9
120632,11,10,98729.41
120633,3,16,165128.7
120634,14,11,170736.62
120635,3,16,207883.47999999998
120636,19,15,209102.81
120637,6,12,150679.44
120638,15,11,138848.11000000002
120639,10,17,145072.78
120640,3,12,155986.88999999998
120641,1,19,257633.50999999998
120642,4,12,167308.66
120643,10,11,140817.96
120644,12,8,86475.39
120645,5,10,118130.68
120646,2,9,136931.02
120647,6,6,35655.97
120648,4,13,195703.21
120649,3,9,131830.71
120650,11,11,102609.94
120651,2,18,255459.72
120652,29,11,146718.35
120653,5,12,155673.47
120654,2,17,222048.99
120655,3,10,123317.91
120656,5,10,97666.04
120657,27,7,96422.63
120658,23,9,157386.92
120659,2,16,205552.53
120660,37,10,97590.3
120661,4,14,178654.47999999998
120662,11,15,170804.06
120663,10,16,210833.87
120664,12,8,87560.51000000001
120665,20,10,108639.62
120666,35,9,121619.5
120667,11,8,73298.49
120668,4,8,75753.61
120669,3,10,83586.06
120670,4,7,90168.13
120671,20,7,83803.72
120672,2,15,223154.3
120673,10,14,163250.77000000002
120674,4,11,129092.61
120675,3,13,175925.76
120676,4,15,178422.44
120677,3,15,194957.08
120678,18,7,84385.41
120679,4,12,163206.41
120680,8,12,135850.63
120681,14,14,170540.24
120682,1,13,193533.78999999998
120683,9,11,148515.51
120684,2,7,122385.28
120685,5,7,89726.13
120686,5,13,177126.33
120687,2,10,94519.66
120688,6,15,183730.55
120689,7,12,148323.4
120690,15,11,114219.76
120691,1,8,89681.45
120692,5,11,99363.81
120693,5,14,179902.37
120694,5,15,217920.81
120695,6,14,173754.58
120696,9,6,42491.65
120697,12,7,71854.95000000001
120698,7,19,209432.55
120699,8,12,150937.72
120700,12,9,101871.64
120701,18,8,110589.12
120702,1,8,70225.14
120703,2,13,156190.63999999998
120704,3,14,142173.79
120705,2,14,140110.15
120706,7,11,155920.02
120707,28,10,95870.56
120708,3,14,152548.1
120709,21,12,203444.23
120710,8,13,158193.46
120711,5,10,133123.24
120712,3,18,181597.84
120713,1,9,108668.16
120714,14,13,124884.21
120715,7,18,249615.3
120716,1,15,165312.62
120717,4,17,182972.57
120718,24,4,39421.09
120719,21,11,139658.97
120720,5,10,150231.42
120721,22,10,112286.56999999999
120722,5,10,183379.68
120723,3,10,120390.54000000001
120724,2,12,164633.0
120725,3,13,181441.16
120726,3,12,134097.43
120727,5,14,141585.35
120728,11,7,77251.23999999999
120729,8,14,182120.77000000002
120730,3,13,170943.74
120731,20,5,74838.19
120732,24,12,127912.95
120733,7,10,127341.11
120734,1,10,132708.16999999998
120735,13,11,126213.77
120736,10,13,183226.04
120737,9,13,202058.87
120738,15,13,109249.39
120739,15,8,142752.75
120740,6,11,125468.69
120741,16,8,141770.14
120742,7,6,101844.37
120743,11,6,102940.91
120744,4,13,141190.32
120745,17,13,101782.5
120746,6,8,77723.8
120747,3,9,101185.27
120748,13,9,76534.29
120749,2,12,142822.2
120750,7,15,161064.63
120751,6,9,103136.29
120752,13,7,85470.92
120753,22,9,78030.35
120754,4,18,215298.8
120755,32,6,98782.57
120756,9,10,101466.01000000001
120757,12,8,91336.23
120758,2,12,126087.32
120759,10,9,104370.37000000001
120760,2,20,245697.45
120761,1,12,129921.94
120762,9,10,105298.19
120763,1,12,78155.56999999999
120764,7,10,105364.26000000001
120765,14,5,52680.11
120766,50,6,62882.45999999999
120767,3,15,155239.64
120768,13,8,127460.45999999999
120769,2,12,162177.66999999998
120770,14,15,202600.16
120771,5,18,211219.02000000002
120772,9,7,69331.95
120773,5,11,157271.27000000002
120774,7,14,190058.94
120775,6,9,106219.01
120776,10,10,113231.73000000001
120777,1,9,62127.3
120778,33,10,131313.07
120779,3,11,124398.86
120780,1,16,199114.41999999998
120781,2,15,198133.97
120782,9,11,139510.36000000002
120783,3,13,170333.23
120784,4,15,206485.3
120785,10,6,84571.94
120786,2,12,140199.78
120787,14,8,94919.88
120788,4,7,85367.09
120789,1,13,124016.04
120790,1,12,164006.21
120791,15,10,155759.56
120792,5,9,134644.96
120793,7,11,153988.14
120794,6,14,161260.59
120795,14,5,79179.4
120796,5,7,89366.43
120797,21,11,144782.07
120798,5,15,218505.1
120799,24,8,70219.17
120800,3,20,240257.21
120801,7,13,130613.02
120802,3,8,91532.04000000001
120803,1,16,131178.66
120804,1,15,173993.34
120805,15,11,133812.95
120806,1,19,243268.65
120807,30,8,99313.20999999999
120808,1,9,136412.28
120809,3,9,108813.8
120810,6,15,187070.21
120811,10,15,195976.42
120812,4,16,198839.17
120813,7,12,136262.09
120814,3,12,194233.98
120815,9,17,119632.11
120816,15,19,238699.17
120817,1,16,166625.99
120818,12,4,35247.770000000004
120819,8,11,134549.45
120820,4,16,221333.49
120821,11,10,117427.45999999999
120822,9,9,115040.94
120823,2,18,174807.34
120824,5,6,85035.23
120825,1,16,235547.08
120826,1,15,182486.81
120827,9,12,169549.14
120828,2,7,105111.12
120829,8,11,138555.31
120830,14,8,87382.25
120831,11,15,198809.46
120832,1,10,104498.83
120833,1,9,133882.22
120834,2,16,205419.08
120835,2,11,129556.16
120836,24,12,167631.51
120837,2,13,188938.98
120838,7,11,112501.65000000001
120839,8,14,127052.46
120840,15,13,201472.55
120841,10,13,131610.58
120842,1,20,253805.83
120843,1,22,190028.09
120844,1,16,229804.71
120845,14,10,136595.13999999998
120846,36,4,50971.93
120847,5,5,56657.41
120848,7,13,168201.8
120849,16,10,102805.47
120850,1,13,133271.28
120851,1,8,108809.03
120852,10,13,161179.9
120853,4,6,76488.53
120854,8,11,133541.0
120855,8,10,171214.06
120856,2,14,155793.47
120857,5,7,82855.93
120858,4,11,162940.03
120859,2,11,152131.08
120860,17,9,66081.97
